Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Previous Purchases,Frequency of Purchases
36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,Yes,28,Monthly
68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,Yes,36,Quarterly
60,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,Yes,18,Every 3 Months
55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,Yes,4,Monthly
29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,Yes,42,Quarterly
38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,Yes,11,Quarterly
70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,Yes,31,Bi-Weekly
36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,Yes,12,Fortnightly
18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,Yes,20,Quarterly
62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,Yes,37,Quarterly
29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,Yes,26,Fortnightly
21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,Yes,14,Weekly
42,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,Yes,12,Bi-Weekly
43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,Yes,10,Annually
58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,Yes,19,Annually
27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,Yes,4,Weekly
57,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,Yes,48,Quarterly
40,Male,Coat,Outerwear,31,California,S,Pink,Fall,Yes,37,Monthly
45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,Yes,4,Monthly
47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,Yes,15,Weekly
61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,Yes,33,Weekly
60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,Yes,30,Quarterly
69,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,Yes,23,Monthly
58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,Yes,2,Weekly
34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,Yes,50,Every 3 Months
20,Male,Belt,Accessories,20,Washington,M,Black,Spring,Yes,34,Bi-Weekly
56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,Yes,33,Weekly
64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,Yes,34,Monthly
56,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,Yes,39,Every 3 Months
27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,Yes,47,Quarterly
35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,Yes,37,Monthly
24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,Yes,40,Bi-Weekly
26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,Yes,8,Bi-Weekly
32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,Yes,12,Annually
54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,Yes,36,Monthly
62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,Yes,48,Weekly
50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,Yes,47,Fortnightly
70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,Yes,2,Monthly
48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,Yes,24,Weekly
20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,Yes,40,Bi-Weekly
46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,Yes,50,Weekly
51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,Yes,25,Weekly
53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,Yes,20,Monthly
44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,Yes,10,Weekly
29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,Yes,32,Quarterly
64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,Yes,31,Fortnightly
51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,Yes,48,Bi-Weekly
50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,Yes,23,Monthly
43,Male,Socks,Clothing,46,Georgia,M,Red,Winter,Yes,1,Bi-Weekly
61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,Yes,4,Fortnightly
55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,Yes,3,Bi-Weekly
56,Male,Hat,Accessories,68,Ohio,M,Green,Fall,Yes,3,Bi-Weekly
33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,Yes,44,Annually
43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,Yes,5,Bi-Weekly
21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,Yes,50,Quarterly
58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,Yes,2,Annually
41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,Yes,29,Annually
39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,Yes,11,Annually
54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,Yes,37,Fortnightly
43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,Yes,32,Fortnightly
28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,Yes,27,Annually
59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,Yes,31,Bi-Weekly
28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,Yes,36,Fortnightly
68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,Yes,34,Weekly
20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,Yes,15,Every 3 Months
21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,Yes,14,Annually
50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,Yes,46,Weekly
32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,Yes,33,Bi-Weekly
24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,Yes,41,Annually
55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,Yes,39,Weekly
61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,Yes,7,Annually
61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,Yes,29,Every 3 Months
28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,Yes,18,Quarterly
60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,Yes,15,Annually
49,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,Yes,39,Bi-Weekly
33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,Yes,11,Monthly
45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,Yes,4,Fortnightly
29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,Yes,33,Bi-Weekly
58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,Yes,37,Quarterly
22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,Yes,32,Quarterly
55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,Yes,44,Quarterly
19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,Yes,41,Quarterly
68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,Yes,44,Weekly
61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,Yes,32,Annually
68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,Yes,13,Monthly
52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,Yes,48,Quarterly
41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,Yes,3,Weekly
29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,Yes,39,Monthly
68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,Yes,7,Fortnightly
36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,Yes,11,Fortnightly
55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,Yes,47,Weekly
28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,Yes,28,Fortnightly
39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,Yes,17,Every 3 Months
54,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,Yes,11,Bi-Weekly
40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,Yes,12,Annually
31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,Yes,7,Fortnightly
30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,Yes,19,Fortnightly
45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,Yes,24,Quarterly
48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,Yes,19,Monthly
45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,Yes,39,Annually
60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,Yes,1,Fortnightly
59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,No,10,Bi-Weekly
18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,No,48,Quarterly
70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,No,24,Annually
20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,No,42,Fortnightly
65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,No,20,Weekly
29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,No,49,Every 3 Months
22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,No,25,Monthly
27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,No,21,Every 3 Months
36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,No,12,Every 3 Months
59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,No,21,Every 3 Months
62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,No,35,Monthly
34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,No,42,Every 3 Months
59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,No,3,Every 3 Months
49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,No,11,Bi-Weekly
18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,No,22,Quarterly
55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,No,47,Weekly
38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,No,33,Every 3 Months
50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,No,50,Weekly
61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,No,46,Monthly
48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,No,34,Fortnightly
22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,No,33,Monthly
48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,No,45,Fortnightly
57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,No,32,Bi-Weekly
33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,No,47,Bi-Weekly
58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,No,5,Quarterly
37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,No,49,Fortnightly
18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,No,48,Monthly
65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,No,22,Every 3 Months
62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,No,45,Annually
54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,No,30,Quarterly
35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,No,43,Weekly
34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,No,48,Quarterly
25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,No,23,Fortnightly
53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,No,27,Bi-Weekly
45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,No,7,Monthly
49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,No,2,Weekly
40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,No,33,Bi-Weekly
38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,No,27,Fortnightly
44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,No,6,Fortnightly
68,Male,Jewelry,Accessories,50,South Dakota,L,Magenta,Spring,No,20,Quarterly
60,Male,Sneakers,Footwear,48,Delaware,S,Indigo,Winter,No,46,Every 3 Months
25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,No,25,Quarterly
19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,No,30,Quarterly
57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,No,48,Annually
58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,No,47,Weekly
49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,No,27,Weekly
19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,No,45,Fortnightly
50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,No,2,Weekly
30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,No,39,Fortnightly
52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,No,24,Fortnightly
35,Male,Hoodie,Clothing,23,Tennessee,S,Charcoal,Spring,No,8,Bi-Weekly
35,Male,Hat,Accessories,28,Delaware,M,Beige,Fall,No,8,Quarterly
33,Male,T-shirt,Clothing,83,Massachusetts,S,Olive,Spring,No,6,Every 3 Months
52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,No,12,Fortnightly
69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,No,26,Weekly
27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,No,50,Fortnightly
66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,No,2,Weekly
28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,No,31,Bi-Weekly
22,Male,Shoes,Footwear,66,New York,S,Olive,Summer,No,4,Bi-Weekly
69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,No,32,Quarterly
28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,No,11,Bi-Weekly
55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,No,47,Every 3 Months
30,Male,Hat,Accessories,58,New York,S,Peach,Fall,No,37,Weekly
67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,No,39,Fortnightly
25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,No,24,Monthly
49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,No,11,Every 3 Months
34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,No,36,Weekly
22,Male,Sneakers,Footwear,84,Pennsylvania,M,Magenta,Winter,No,40,Monthly
63,Male,T-shirt,Clothing,58,Florida,XL,Peach,Fall,No,25,Quarterly
70,Male,Handbag,Accessories,62,North Carolina,S,Charcoal,Spring,No,12,Annually
36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,No,38,Monthly
42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,No,40,Quarterly
27,Male,Sandals,Footwear,90,North Dakota,M,Lavender,Summer,No,10,Weekly
23,Male,Scarf,Accessories,58,Iowa,L,Beige,Winter,No,47,Fortnightly
50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,No,22,Monthly
56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,No,35,Monthly
37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,No,46,Fortnightly
67,Male,Jewelry,Accessories,41,Kentucky,M,Lavender,Summer,No,30,Bi-Weekly
67,Male,Shirt,Clothing,73,Illinois,M,Black,Spring,No,20,Monthly
50,Male,Hoodie,Clothing,98,North Carolina,S,Teal,Spring,No,25,Fortnightly
36,Male,Shoes,Footwear,36,Connecticut,XL,Magenta,Winter,No,29,Weekly
62,Male,T-shirt,Clothing,81,Wisconsin,M,Brown,Summer,No,2,Every 3 Months
65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,No,32,Quarterly
23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,No,37,Monthly
46,Male,Shirt,Clothing,91,New Mexico,XL,Pink,Winter,No,16,Every 3 Months
18,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,No,32,Fortnightly
58,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,No,42,Bi-Weekly
31,Male,Jeans,Clothing,39,Maryland,M,White,Winter,No,6,Every 3 Months
39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,No,23,Fortnightly
69,Male,T-shirt,Clothing,76,Ohio,L,Green,Spring,No,27,Bi-Weekly
68,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,No,43,Quarterly
41,Male,Jeans,Clothing,54,South Carolina,S,Indigo,Fall,No,25,Fortnightly
31,Male,Sneakers,Footwear,89,Nevada,L,Pink,Summer,No,30,Every 3 Months
48,Male,Sneakers,Footwear,38,Wisconsin,M,Indigo,Summer,No,7,Every 3 Months
59,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,No,17,Annually
34,Male,Pants,Clothing,66,Florida,M,Violet,Spring,No,10,Fortnightly
21,Male,Jewelry,Accessories,42,Georgia,L,Cyan,Spring,No,40,Annually
29,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,No,50,Bi-Weekly
41,Male,Blouse,Clothing,86,Ohio,M,Gray,Spring,No,24,Weekly
62,Male,Handbag,Accessories,49,Connecticut,M,Gold,Fall,No,8,Every 3 Months
27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,No,6,Quarterly
49,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,No,44,Bi-Weekly
67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,No,47,Quarterly
20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,No,6,Every 3 Months
37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,No,11,Quarterly
69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,No,41,Annually
66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,No,46,Every 3 Months
37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,No,9,Bi-Weekly
63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,No,37,Monthly
47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,No,13,Weekly
26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,No,24,Monthly
68,Male,Dress,Clothing,96,Montana,M,Green,Winter,No,47,Quarterly
51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,No,21,Every 3 Months
48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,No,22,Fortnightly
60,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,No,16,Quarterly
68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,No,37,Fortnightly
25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,No,3,Annually
57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,No,33,Bi-Weekly
41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,No,15,Annually
59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,No,42,Bi-Weekly
44,Male,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,No,42,Bi-Weekly
42,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,No,19,Bi-Weekly
35,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,No,26,Quarterly
36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,No,39,Quarterly
54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,No,24,Monthly
37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,No,23,Annually
20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,No,44,Annually
23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,No,34,Monthly
61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,No,43,Quarterly
37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,No,45,Quarterly
23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,No,4,Weekly
63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,No,19,Annually
47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,No,29,Monthly
63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,No,27,Annually
56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,No,37,Every 3 Months
68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,No,11,Weekly
64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,No,28,Annually
62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,No,31,Weekly
34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,No,50,Quarterly
49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,No,42,Quarterly
40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,No,18,Fortnightly
50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,No,6,Fortnightly
25,Male,Scarf,Accessories,95,Texas,M,White,Winter,No,33,Monthly
30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,No,13,Bi-Weekly
54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,No,26,Annually
40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,No,17,Annually
49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,No,3,Weekly
27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,No,7,Weekly
27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,No,46,Fortnightly
48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,No,14,Every 3 Months
40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,No,23,Annually
67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,No,20,Every 3 Months
52,Male,Handbag,Accessories,99,California,M,Olive,Spring,No,38,Fortnightly
22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,No,16,Every 3 Months
62,Male,Boots,Footwear,90,Washington,M,White,Summer,No,48,Every 3 Months
20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,No,8,Annually
41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,No,16,Monthly
34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,No,5,Quarterly
23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,No,14,Every 3 Months
32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,No,18,Weekly
68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,No,14,Every 3 Months
30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,No,5,Every 3 Months
66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,No,15,Every 3 Months
62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,No,3,Every 3 Months
50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,No,12,Every 3 Months
55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,No,43,Every 3 Months
19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,No,35,Bi-Weekly
67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,No,36,Quarterly
18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,No,3,Quarterly
58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,No,27,Annually
69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,No,21,Weekly
62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,No,18,Weekly
28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,No,16,Weekly
53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,No,18,Bi-Weekly
27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,No,19,Bi-Weekly
55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,No,1,Annually
34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,No,39,Annually
25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,No,49,Monthly
66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,No,43,Fortnightly
57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,No,31,Every 3 Months
46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,No,40,Every 3 Months
38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,No,2,Bi-Weekly
23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,No,46,Every 3 Months
42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,No,35,Every 3 Months
25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,No,42,Quarterly
55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,No,3,Fortnightly
62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,No,32,Every 3 Months
41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,No,48,Annually
58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,No,34,Weekly
56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,No,15,Quarterly
25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,No,22,Annually
70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,No,2,Monthly
42,Male,Dress,Clothing,31,New York,M,Violet,Fall,No,30,Weekly
27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,No,27,Monthly
65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,No,18,Bi-Weekly
62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,No,8,Annually
62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,No,48,Fortnightly
52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,No,24,Monthly
56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,No,43,Monthly
28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,No,8,Quarterly
39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,No,49,Annually
54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,No,2,Bi-Weekly
30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,No,38,Fortnightly
45,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,No,4,Fortnightly
68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,No,31,Every 3 Months
47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,No,34,Every 3 Months
68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,No,45,Monthly
63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,No,30,Quarterly
20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,No,2,Fortnightly
29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,No,44,Monthly
41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,No,1,Bi-Weekly
52,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,No,1,Bi-Weekly
32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,No,27,Weekly
20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,No,14,Every 3 Months
47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,No,41,Weekly
23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,No,25,Bi-Weekly
43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,No,47,Quarterly
